USER;TIPO;CODE;ORIGINAL;SPAIN;LATAM
176;movie;1375666;Inception;Origen (Spain);El origen (Chile)
176;movie;0110413;Léon: The Professional;El profesional (Léon) (Spain);El perfecto asesino (Argentina)
176;show;1475582;Sherlock;Sherlock (Spain);ND
176;show;7493974;Bodyguard;Bodyguard (Spain);Guardaespaldas (Argentina)
176;show;2442560;Peaky Blinders;Peaky Blinders (Spain);Peaky Blinders (Argentina)
177;movie;0180093;Requiem for a Dream;Réquiem por un sueño (Spain);Réquiem por un sueño (Chile)
177;movie;2582802;Whiplash;Whiplash (Spain);Whiplash, Música y Obsesión (Chile)
177;movie;0172495;Gladiator;Gladiator (El gladiador) (Spain);Gladiador (Chile)
177;show;7366338;Chernobyl;Chernobyl (Spain);ND
177;show;3398228;BoJack Horseman;BoJack Horseman (Spain);ND
177;show;0096697;The Simpsons;Los Simpson (Spain);Los Simpson (Argentina)
178;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
178;movie;0137523;Fight Club;El club de la lucha (Spain);El club de la pelea (Argentina)
178;movie;4633694;Spider-Man: Into the Spider-Verse;Spider-Man: Un nuevo universo (Spain);Spider-Man: Un Nuevo Universo (Chile)
178;show;0475784;Westworld;Westworld (Spain);ND
178;show;1220617;The Inbetweeners;The Inbetweeners (Spain);ND
178;show;0840196;Skins;Skins (Spain);ND
179;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
179;movie;5311514;Your Name.;Your Name. (Spain);Your Name. (Chile)
179;movie;0910970;WALL·E;WALL·E (Spain);WALL·E (Argentina)
179;show;0417299;Avatar: The Last Airbender;Avatar: el último maestro aire (Spain) (alternative spelling);ND
179;show;0877057;Death Note;Death Note (Spain);Death Note (Argentina)
179;show;2098220;Hunter x Hunter;Hunter x Hunter (Spain);ND
180;movie;1130884;Shutter Island;Shutter Island (Spain);La isla siniestra (Argentina)
180;movie;1375666;Inception;Origen (Spain);El origen (Chile)
180;movie;0298148;Shrek 2;Shrek 2 (Spain);Shrek 2 (Argentina)
180;show;0944947;Game of Thrones;Juego de tronos (Spain);Game of Thrones (Chile)
180;show;2442560;Peaky Blinders;Peaky Blinders (Spain);Peaky Blinders (Argentina)
180;show;6468322;Money Heist;La Casa de Papel: Parte 3 (Spain) (third season title);ND
181;movie;10515852;Steven Universe: The Movie;ND;Steven Universe: La película (Chile)
181;movie;0381707;White Chicks;Dos rubias de pelo en pecho (Spain);Donde están las rubias? (Chile)
181;movie;7286456;Joker;Joker (Spain);Guasón (Chile)
181;show;3061046;Steven Universe;Steven Universe (Spain);ND
181;show;5626028;My Hero Academia;My Hero Academia (Spain);ND
181;show;1710308;Regular Show;Historias corrientes (Spain);Un Show Más (Chile)
182;movie;1229340;Anchorman 2: The Legend Continues;Los amos de la noticia (Spain);Al diablo con las noticias (Chile)
182;movie;7286456;Joker;Joker (Spain);Guasón (Chile)
182;movie;4154796;Avengers: Endgame;Vengadores: Endgame (Spain);Avengers: Endgame (Chile)
182;show;0108778;Friends;Friends (Spain);Friends (Argentina)
182;show;1520211;The Walking Dead;The Walking Dead (Spain);ND
182;show;6468322;Money Heist;La Casa de Papel: Parte 3 (Spain) (third season title);ND
183;movie;0109830;Forrest Gump;Forrest Gump (Spain);Forrest Gump (Argentina)
183;movie;0377092;Mean Girls;Chicas malas (Spain);Chicas pesadas (Chile)
183;movie;0080684;Star Wars: Episode V - The Empire Strikes Back;Star Wars: Episodio V - El Imperio contraataca (Spain) (alternative title);El imperio contraataca (Chile)
183;show;6468322;Money Heist;La Casa de Papel: Parte 3 (Spain) (third season title);ND
183;show;0096697;The Simpsons;Los Simpson (Spain);Los Simpson (Argentina)
183;show;4574334;Stranger Things;Stranger Things (Spain);Stranger Things (Argentina)
184;movie;1646971;How to Train Your Dragon 2;Cómo entrenar a tu dragón 2 (Spain);Cómo entrenar a tu dragón 2 (Chile)
184;movie;2386490;How to Train Your Dragon: The Hidden World;Cómo entrenar a tu dragón 3 (Spain);Cómo entrenar a tu dragón 3 (Chile)
184;movie;2557478;Pacific Rim: Uprising;Pacific Rim: Insurrección (Spain);Titanes del Pacífico: La Insurrección (Chile) (new title)
184;show;1856010;House of Cards;House of Cards (Spain);House of Cards (Argentina)
184;show;0417299;Avatar: The Last Airbender;Avatar: el último maestro aire (Spain) (alternative spelling);ND
184;show;5626028;My Hero Academia;My Hero Academia (Spain);ND
185;movie;1375666;Inception;Origen (Spain);El origen (Chile)
185;movie;0435761;Toy Story 3;Toy Story 3 (Spain);Toy Story 3 (Argentina)
185;movie;0482571;The Prestige;El truco final (El prestigio) (Spain);El gran truco (Argentina)
185;show;9170386;Puerta 7;ND;ND
185;show;1475582;Sherlock;Sherlock (Spain);ND
185;show;4524056;Vis a vis;Vis a vis (Spain);ND
186;movie;5311514;Your Name.;Your Name. (Spain);Your Name. (Chile)
186;movie;10472884;Rascal Does Not Dream of Bunny Girl Senpai The Movie;ND;ND
186;movie;6751668;Parasite;Parásitos (Spain);Parasite (Chile)
186;show;2359704;JoJo's Bizarre Adventure;ND;JoJo's Bizarre Adventure (Argentina)
186;show;1480925;Bakemonogatari;ND;ND
186;show;8107988;Carole & Tuesday;ND;Carole & Tuesday (Argentina)
187;movie;0268978;A Beautiful Mind;Una mente maravillosa (Spain);Una mente brillante (Argentina)
187;movie;0110912;Pulp Fiction;Pulp Fiction (Spain);Pulp Fiction: Tiempos violentos (Chile)
187;movie;1375666;Inception;Origen (Spain);El origen (Chile)
187;show;0455275;Prison Break;Prison Break (Spain);Prison Break (Argentina)
187;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
187;show;4574334;Stranger Things;Stranger Things (Spain);Stranger Things (Argentina)
188;movie;0264464;Catch Me If You Can;Atrápame si puedes (Spain);Atrápame si puedes (Argentina)
188;movie;1517451;A Star Is Born;Ha nacido una estrella (Spain);Nace una estrella (Chile)
188;movie;4799066;Midnight Sun;Amor a medianoche (Spain);Amor de medianoche (Chile)
188;show;4524056;Vis a vis;Vis a vis (Spain);ND
188;show;0455275;Prison Break;Prison Break (Spain);Prison Break (Argentina)
188;show;0108778;Friends;Friends (Spain);Friends (Argentina)
189;movie;0119217;Good Will Hunting;El indomable Will Hunting (Spain);En busca del destino (Argentina)
189;movie;1058017;The Invention of Lying;Increíble pero falso (Spain);La mentira original (Argentina)
189;movie;2380307;Coco;Coco (Spain);Coco (Chile)
189;show;1592154;Nikita;Nikita (Spain);ND
189;show;0988824;Naruto: Shippûden;Naruto: Shippûden (Spain);Naruto Shippuden (Chile)
189;show;0386676;The Office;The Office (Spain);The Office (Argentina)
190;movie;0371746;Iron Man;Iron Man (Spain);Iron man - El hombre de hierro (Argentina)
190;movie;0433035;Real Steel;Acero puro (Spain);Gigantes de acero (Chile)
190;movie;0499549;Avatar;Avatar (Spain);Avatar (Argentina)
190;show;0460649;How I Met Your Mother;Cómo conocí a vuestra madre (Spain);ND
190;show;0944947;Game of Thrones;Juego de tronos (Spain);Game of Thrones (Chile)
190;show;0108778;Friends;Friends (Spain);Friends (Argentina)
191;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
191;movie;7286456;Joker;Joker (Spain);Guasón (Chile)
191;movie;6751668;Parasite;Parásitos (Spain);Parasite (Chile)
191;show;8111088;The Mandalorian;The Mandalorian (Spain);ND
191;show;0413573;Grey's Anatomy;Anatomía de Grey (Spain);Grey's Anatomy (Argentina)
191;show;2467372;Brooklyn Nine-Nine;Brooklyn Nine-Nine (Spain);ND
192;movie;0470752;Ex Machina;Ex_Machina (Spain);ND
192;movie;0137523;Fight Club;El club de la lucha (Spain);El club de la pelea (Argentina)
192;movie;1130884;Shutter Island;Shutter Island (Spain);La isla siniestra (Argentina)
192;show;0411008;Lost;Perdidos (Spain);Lost (Chile)
192;show;0944947;Game of Thrones;Juego de tronos (Spain);Game of Thrones (Chile)
192;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
193;movie;0454921;The Pursuit of Happyness;En busca de la felicidad (Spain);En busca de la felicidad (Argentina)
193;movie;0468569;The Dark Knight;El caballero oscuro (Spain);Batman - El caballero de la noche (Argentina)
193;movie;0103882;A Brief History of Time;ND;ND
193;show;0081846;Cosmos;Cosmos (Spain);ND
193;show;3032476;Better Call Saul;Better Call Saul (Spain);Better Call Saul (Argentina)
193;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
194;movie;0446029;Scott Pilgrim vs. the World;Scott Pilgrim contra el mundo (Spain);Scott Pilgrim vs. los ex de la chica de sus sueños (Argentina)
194;movie;0829482;Superbad;Supersalidos (Spain);Super cool (Argentina)
194;movie;1564367;Just Go with It;Sígueme el rollo (Spain);Una esposa de mentira (Argentina)
194;show;2098220;Hunter x Hunter;Hunter x Hunter (Spain);ND
194;show;1355642;Fullmetal Alchemist: Brotherhood;Fullmetal Alchemist: Brotherhood (Spain);ND
194;show;0481256;Hajime no ippo;ND;ND
195;movie;0126029;Shrek;Shrek (Spain);Shrek (Argentina)
195;movie;0097165;Dead Poets Society;El club de los poetas muertos (Spain);La sociedad de los poetas muertos (Argentina)
195;movie;1702439;Safe Haven;Un lugar donde refugiarse (Spain);Un lugar donde refugiarse (Chile)
195;show;0460649;How I Met Your Mother;Cómo conocí a vuestra madre (Spain);ND
195;show;1632701;Suits;Suits (Spain);La ley de los audaces (Argentina)
195;show;2467372;Brooklyn Nine-Nine;Brooklyn Nine-Nine (Spain);ND
196;movie;6751668;Parasite;Parásitos (Spain);Parasite (Chile)
196;movie;7286456;Joker;Joker (Spain);Guasón (Chile)
196;movie;0325980;Pirates of the Caribbean: The Curse of the Black Pearl;Piratas del Caribe: La maldición de la Perla Negra (Spain);La maldición del Perla Negra (Argentina)
196;show;0212671;Malcolm in the Middle;Malcolm (Spain);Malcolm (Argentina)
196;show;0096697;The Simpsons;Los Simpson (Spain);Los Simpson (Argentina)
198;movie;0126029;Shrek;Shrek (Spain);Shrek (Argentina)
198;movie;1564367;Just Go with It;Sígueme el rollo (Spain);Una esposa de mentira (Argentina)
198;movie;0322802;Jackass: The Movie;ND;Jackass: La película (Argentina)
198;show;2467372;Brooklyn Nine-Nine;Brooklyn Nine-Nine (Spain);ND
198;show;0126029;Shrek;Shrek (Spain);Shrek (Argentina)
198;show;0412142;House;House (Spain);Dr. House (Chile)
199;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
199;movie;6751668;Parasite;Parásitos (Spain);Parasite (Chile)
199;movie;8772262;Midsommar;Midsommar (Spain);Midsommar: el terror no espera la noche (Chile)
199;show;2431438;Sense8;Sense8 (Spain);Sense8 (Argentina)
199;show;5288312;Skam;Skam (Spain);ND
199;show;5834204;The Handmaid's Tale;El cuento de la criada (Spain);The Handmaid's Tale: El cuento de la criada (Argentina)
200;movie;0109830;Forrest Gump;Forrest Gump (Spain);Forrest Gump (Argentina)
200;movie;0088763;Back to the Future;Retorn al futur (Spain) (Catalan title);Volver al futuro (Chile)
200;movie;0082971;Raiders of the Lost Ark;A la recerca de l'arca perduda (Spain) (Catalan title);Indiana Jones y los cazadores del arca perdida (Chile) (new title)
200;show;0098904;Seinfeld;Seinfeld (Spain);Seinfeld (Argentina)
200;show;0096697;The Simpsons;Los Simpson (Spain);Los Simpson (Argentina)
200;show;0369179;Two and a Half Men;Dos hombres y medio (Spain);Two and a Half Men (Argentina)
201;movie;1130884;Shutter Island;Shutter Island (Spain);La isla siniestra (Argentina)
201;movie;1345836;The Dark Knight Rises;El caballero oscuro: La leyenda renace (Spain);Batman: El caballero de la noche asciende (Chile)
201;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
201;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
201;show;1475582;Sherlock;Sherlock (Spain);ND
201;show;5753856;Dark;Dark (Spain);Dark (Argentina)
202;movie;4154796;Avengers: Endgame;Vengadores: Endgame (Spain);Avengers: Endgame (Chile)
202;movie;7286456;Joker;Joker (Spain);Guasón (Chile)
202;movie;8579674;1917;1917 (Spain);1917 (Chile)
202;show;7366338;Chernobyl;Chernobyl (Spain);ND
202;show;2306299;Vikings;Vikingos (Spain);Vikingos (Argentina)
202;show;6468322;Money Heist;La Casa de Papel: Parte 3 (Spain) (third season title);ND
203;movie;3748528;Rogue One: A Star Wars Story;Rogue One: Una historia de Star Wars (Spain);Rogue One: Una historia de Star Wars (Chile)
203;movie;2802144;Kingsman: The Secret Service;Kingsman: Servicio secreto (Spain);Kingsman: El servicio secreto (Chile)
203;movie;4633694;Spider-Man: Into the Spider-Verse;Spider-Man: Un nuevo universo (Spain);Spider-Man: Un Nuevo Universo (Chile)
203;show;0994314;Code Geass: Lelouch of the Rebellion;Code Geass: Lelouch of the Rebellion (Spain);ND
203;show;3398540;Haikyuu!!;Haikyu!! (Los ases del vóley) (Spain);ND
203;show;5897304;Mob Psycho 100;ND;ND
204;movie;0088763;Back to the Future;Retorn al futur (Spain) (Catalan title);Volver al futuro (Chile)
204;movie;0060196;The Good, the Bad and the Ugly;El bo, el lleig i el dolent (Spain) (Catalan title);El bueno, el malo y el feo (Chile)
204;movie;0086250;Scarface;El precio del poder (Spain);Caracortada (Chile)
204;show;5753856;Dark;Dark (Spain);Dark (Argentina)
204;show;7889220;Dirty Money;ND;ND
204;show;9184994;How to Sell Drugs Online (Fast);Cómo vender drogas online (a toda pastilla) (Spain);ND
205;movie;7653254;Marriage Story;Historia de un matrimonio (Spain);Historia de un matrimonio (Chile)
205;movie;2737304;Bird Box;A ciegas (Spain);Bird Box: A ciegas (Argentina)
205;movie;3922818;The Space Between Us;Un espacio entre nosotros (Spain);El espacio entre nosotros (Chile)
205;show;4580372;Merlí;Merlí (Spain) (Catalan title);ND
205;show;6468322;Money Heist;La Casa de Papel: Parte 3 (Spain) (third season title);ND
205;show;5421602;Anne with an E;Anne with an E (Spain);Anne with an E (Argentina)
206;movie;0373889;Harry Potter and the Order of the Phoenix;Harry Potter i l'orde del Fènix (Spain) (Catalan title);Harry Potter y la orden del Fénix (Argentina)
206;movie;2848292;Pitch Perfect 2;Dando la nota: Aún más alto (Spain);Más notas perfectas 2 (Chile)
206;movie;0443543;The Illusionist;El ilusionista (Spain);El ilusionista (Argentina)
206;show;0452046;Criminal Minds;Mentes criminales (Spain);ND
206;show;9134194;Trinkets;Cleptómanas (Spain);Trinkets (Argentina)
206;show;5651844;Travelers;Viajeros (Spain);Viajeros (Argentina)
207;movie;0167260;The Lord of the Rings: The Return of the King;El señor de los anillos: El retorno del rey (Spain);El señor de los anillos: El retorno del rey (Argentina)
207;movie;0144084;American Psycho;American Psycho (Spain);Psicópata Americano (Chile)
207;movie;0072890;Dog Day Afternoon;Tarde de perros (Spain);Tarde de perros (Argentina)
207;show;0318871;Berserk;Berserk (Spain);ND
207;show;1847445;The Tatami Galaxy;ND;ND
207;show;0213338;Cowboy Bebop;Cowboy Bebop (Spain);Cowboy Bebop (Argentina)
208;movie;3748528;Rogue One: A Star Wars Story;Rogue One: Una historia de Star Wars (Spain);Rogue One: Una historia de Star Wars (Chile)
208;movie;4154796;Avengers: Endgame;Vengadores: Endgame (Spain);Avengers: Endgame (Chile)
208;show;0096697;The Simpsons;Los Simpson (Spain);Los Simpson (Argentina)
208;show;0460649;How I Met Your Mother;Cómo conocí a vuestra madre (Spain);ND
208;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
209;movie;0107290;Jurassic Park;Parc Juràssic (Spain) (Catalan title);Jurassic Park (Argentina)
209;movie;3766394;Hello, My Name Is Doris;Hello, my name is Doris (Spain) (literal title);ND
209;movie;6857112;Us;Nosotros (Spain);Nosotros (Chile)
209;show;0098800;The Fresh Prince of Bel-Air;El príncipe de Bel-Air (Spain);El príncipe del rap (Argentina)
209;show;5555260;This Is Us;This Is Us (Spain);ND
209;show;3322312;Daredevil;Daredevil (Spain);Daredevil (Argentina)
